name,team,sport,league,local_path
A. Bella-Kotchap,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\a_bellakotchap.png
C. Egan-Riley,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\c_eganriley.png
S. Sambo,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\s_sambo.png
M. Jiménez,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\m_jiménez.png
K. Peersman,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\k_peersman.png
R. Steur,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\r_steur.png
E. Bars,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\e_bars.png
J. Simons,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\j_simons.png
J. van den Berg,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\j_van_den_berg.png
J. de Guzmán,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\j_de_guzmán.png
Jordy Bawuah,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\jordy_bawuah.png
O. Zimuangana,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\o_zimuangana.png
M. Bahaty,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\m_bahaty.png
A. Thomas,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\a_thomas.png
N. Fernandez,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\n_fernandez.png
F. Merién,PSV Eindhoven,Football,ChampionsLeague,static\logos\players\soccer\psv_eindhoven\f_merién.png
K. Lamprou,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\k_lamprou.png
A. Jahanbakhsh,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\a_jahanbakhsh.png
L. Ivanušec,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\l_ivanušec.png
M. Wieffer,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\m_wieffer.png
R. Hendriks,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\r_hendriks.png
T. Jansen,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\t_jansen.png
D. Haen,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\d_haen.png
L. Hartjes,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\l_hartjes.png
J. Candelaria,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\j_candelaria.png
M. Benita,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\m_benita.png
L. Sauer,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\l_sauer.png
I. Sebaoui,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\i_sebaoui.png
Z. Redmond,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\z_redmond.png
N. Groen,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\n_groen.png
M. Berger,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\m_berger.png
Y. Minteh,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\y_minteh.png
S. Carrillo,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\s_carrillo.png
G. Zechiël,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\g_zechiël.png
A. Zekovic,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\a_zekovic.png
S. de Mol,Feyenoord,Football,ChampionsLeague,static\logos\players\soccer\feyenoord\s_de_mol.png
Renato Sanches,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\renato_sanches.png
David Neres,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\david_neres.png
Arthur Cabral,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\arthur_cabral.png
J. Beste,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\j_beste.png
A. Belotti,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\a_belotti.png
O. Kökçü,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\o_kokçu.png
Tiago Dantas,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\tiago_dantas.png
Morato,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\morato.png
Henrique Araújo,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\henrique_araújo.png
L. Kokubo,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\l_kokubo.png
Gerson Sousa,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\gerson_sousa.png
Gustavo Marques,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\gustavo_marques.png
Nuno Félix,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\nuno_félix.png
João Neves,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\joão_neves.png
Diogo Filipe Spencer Marques,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\diogo_filipe_spencer_marques.png
Hugo Félix,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\hugo_félix.png
André Gomes,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\andré_gomes.png
A. Chemong,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\a_chemong.png
João Carvalho Fonseca,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\joão_carvalho_fonseca.png
Tiago Parente,Benfica,Football,ChampionsLeague,static\logos\players\soccer\benfica\tiago_parente.png
Luís Neto,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\luís_neto.png
S. Coates,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\s_coates.png
Jovane Cabral,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\jovane_cabral.png
V. Gyökeres,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\v_gyokeres.png
M. Edwards,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\m_edwards.png
Trincão,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\trincão.png
K. Koindredi,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\k_koindredi.png
A. Fatawu,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\a_fatawu.png
Biel,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\biel.png
Dário Essugo,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\dário_essugo.png
Miguel Menino,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\miguel_menino.png
Diogo Travassos,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\diogo_travassos.png
Diogo Pinto,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\diogo_pinto.png
Samuel Justo,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\samuel_justo.png
Rodrigo Ribeiro,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\rodrigo_ribeiro.png
João Muniz,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\joão_muniz.png
Bruno Ramos,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\bruno_ramos.png
Rafael Silva,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\rafael_silva.png
Gabriel Silva,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\gabriel_silva.png
Kauã Oliveira,Sporting CP,Football,ChampionsLeague,static\logos\players\soccer\sporting_cp\kauã_oliveira.png
J. Hart,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\j_hart.png
M. O&apos;Riley,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\m_oaposenioriley.png
L. Palma,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\l_palma.png
K. Furuhashi,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\k_furuhashi.png
Oh Hyeon-Gyu,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\oh_hyeongyu.png
N. Kühn,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\n_kühn.png
B. Siegrist,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\b_siegrist.png
L. McCowan,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\l_mccowan.png
S. Hakšabanović,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\s_hakšabanović.png
A. Bernabéi,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\a_bernabéi.png
Kwon Hyeok-Kyu,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\kwon_hyeokkyu.png
G. Lagerbielke,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\g_lagerbielke.png
Yang Hyun-Jun,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\yang_hyunjun.png
Álex Valle,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\álex_valle.png
J. Clarke,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\j_clarke.png
J. Bonnar,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\j_bonnar.png
J. Morrison,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\j_morrison.png
D. Kelly,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\d_kelly.png
M. Frame,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\m_frame.png
D. Cummings,Celtic,Football,ChampionsLeague,static\logos\players\soccer\celtic\d_cummings.png
R. Matondo,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\r_matondo.png
V. Černý,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\v_černý.png
Danilo,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\danilo.png
C. Goldson,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\c_goldson.png
L. Balogun,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\l_balogun.png
J. Cifuentes,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\j_cifuentes.png
S. Lammers,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\s_lammers.png
R. McCrorie,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\r_mccrorie.png
N. Bajrami,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\n_bajuniorami.png
Fábio Silva,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\fábio_silva.png
N. Kasanwirjo,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\n_kasanwirjo.png
K. Wright,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\k_wright.png
J. Hogarth,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\j_hogarth.png
A. Sima,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\a_sima.png
J. Yfeko,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\j_yfeko.png
H. Igamane,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\h_igamane.png
R. Fraser,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\r_fraser.png
Rafael Fernandes,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\rafael_fernandes.png
Z. Lovelace,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\z_lovelace.png
Ó. Cortés,Rangers,Football,ChampionsLeague,static\logos\players\soccer\rangers\o_cortés.png
J. Fjóluson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\j_fjoluson.png
K. McLagan,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\k_mclagan.png
Ó. Hauksson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\o_hauksson.png
Þ. Ingason,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\þ_ingason.png
H. Sigurðsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\h_sigurðsson.png
B. Ingason,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\b_ingason.png
J. Geirdal,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\j_geirdal.png
S. Björnsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\s_bjornsson.png
J. Bárðarson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\j_bárðarson.png
T. Þórisson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\t_þorisson.png
Kári Vilberg Atlason,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\kári_vilberg_atlason.png
U. Auðunsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\u_auðunsson.png
H. Matthíasson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\h_matthíasson.png
Elmar Logi Þrándarson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\elmar_logi_þrándarson.png
S. Stefánsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\s_stefánsson.png
S. Björn,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\s_bjorn.png
Þ. Bergmann,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\þ_bergmann.png
David Helgi Aronsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\david_helgi_aronsson.png
Haraldur Agust Brynjarsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\haraldur_agust_brynjarsson.png
Ivar Bjorgvinsson,Vikingur Reykjavik,Football,ChampionsLeague,static\logos\players\soccer\vikingur_reykjavik\ivar_bjorgvinsson.png
O. Elabdellaoui,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\o_elabdellaoui.png
G. Vetti,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\g_vetti.png
A. Sørensen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\a_sørensen.png
M. Konradsen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\m_konradsen.png
A. Pellegrino,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\a_pellegrino.png
D. Berntsen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\d_berntsen.png
M. Tomič,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\m_tomič.png
A. Tjærandsen-Skau,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\a_tjærandsenskau.png
F. Moumbagna,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\f_moumbagna.png
S. Kvile,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\s_kvile.png
T. Gulliksen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\t_gulliksen.png
J. Kjær,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\j_kjær.png
I. Amundsen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\i_amundsen.png
P. Dahl,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\p_dahl.png
L. Kubr,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\l_kubr.png
S. Kristiansen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\s_kristiansen.png
O. Kapskarmo,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\o_kapskarmo.png
A. van der Spa,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\a_van_der_spa.png
M. Antonsen,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\m_antonsen.png
G. Sunday,Bodo/Glimt,Football,ChampionsLeague,static\logos\players\soccer\bodoglimt\g_sunday.png
B. Nastić,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\b_nastić.png
A. Nguiamba,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\a_nguiamba.png
T. Kupisz,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\t_kupisz.png
Z. Alomerović,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\z_alomerović.png
M. Ozga,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\m_ozga.png
K. Tabiś,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\k_tabiś.png
P. Olszewski,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\p_olszewski.png
José Naranjo,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\josé_naranjo.png
J. Haliti,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\j_haliti.png
B. Wdowik,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\b_wdowik.png
K. Caliskaner,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\k_caliskaner.png
K. Toporkiewicz,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\k_toporkiewicz.png
M. Surzyn,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\m_surzyn.png
O. Wojciechowski,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\o_wojciechowski.png
B. Bayer,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\b_bayer.png
Vinícius Matheus,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\vinícius_matheus.png
F. Wolski,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\f_wolski.png
D. Wojdakowski,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\d_wojdakowski.png
B. Krasiewicz,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\b_krasiewicz.png
O. Lipinski,Jagiellonia,Football,ChampionsLeague,static\logos\players\soccer\jagiellonia\o_lipinski.png
A. Cieślewicz,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\a_cieślewicz.png
J. Williams,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\j_williams.png
A. Oteh,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\a_oteh.png
C. Marriott,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\c_marriott.png
L. Smith,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\l_smith.png
A. Wilson,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\a_wilson.png
D. Williams,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\d_williams.png
Z. Clarke,The New Saints,Football,ChampionsLeague,static\logos\players\soccer\the_new_saints\z_clarke.png
